relative_path,raw_sharpness,raw_brightness_mean,raw_brightness_std,deploy_sharpness,deploy_brightness_mean,deploy_brightness_std,restormer_teacher_sharpness,restormer_teacher_brightness_mean,restormer_teacher_brightness_std,nafnet_teacher_sharpness,nafnet_teacher_brightness_mean,nafnet_teacher_brightness_std
morning/cloudy/building/1x/frame_4375.png,434.9244079589844,0.5300918221473694,0.21889793872833252,425.0055236816406,0.5313920378684998,0.2203877866268158,432.8028259277344,0.5303876399993896,0.2190018743276596,434.9243469238281,0.5300918221473694,0.21889793872833252
morning/cloudy/building/3x/frame_4725.png,162.4437713623047,0.5108006000518799,0.22043712437152863,119.71891021728516,0.5115213394165039,0.22187158465385437,161.93067932128906,0.5110862851142883,0.22055475413799286,162.44378662109375,0.5108006000518799,0.22043712437152863
morning/cloudy/building/5x/frame_4875.png,146.31011962890625,0.5093091130256653,0.2289387434720993,121.47917938232422,0.5100339651107788,0.23006890714168549,146.02381896972656,0.5096666812896729,0.22910627722740173,146.3099365234375,0.5093091130256653,0.2289387434720993
morning/cloudy/building/7x/frame_5025.png,48.33244323730469,0.49933478236198425,0.2557218670845032,13.126937866210938,0.49982506036758423,0.2562641501426697,48.6441764831543,0.4994964897632599,0.25577765703201294,48.33242416381836,0.49933478236198425,0.2557218670845032
morning/cloudy/mixed/1x/frame_0175.png,522.685546875,0.5306071639060974,0.27124205231666565,429.233154296875,0.5315243601799011,0.27159789204597473,520.4963989257812,0.5307876467704773,0.27127930521965027,522.6865234375,0.5306071639060974,0.27124205231666565
morning/cloudy/mixed/3x/frame_0525.png,405.4578552246094,0.555836021900177,0.18865926563739777,300.6466064453125,0.5567952990531921,0.18913306295871735,403.3746032714844,0.556038498878479,0.18867681920528412,405.45794677734375,0.555836021900177,0.18865926563739777
morning/cloudy/mixed/5x/frame_0775.png,625.541259765625,0.5564709901809692,0.16582435369491577,307.3275451660156,0.5578595399856567,0.16660550236701965,620.9234008789062,0.5568615198135376,0.1658870130777359,625.5413818359375,0.5564709901809692,0.16582435369491577
morning/cloudy/mixed/7x/frame_0975.png,558.4840698242188,0.5545908212661743,0.13007330894470215,193.6700897216797,0.5559428334236145,0.13169418275356293,555.2989501953125,0.5550816655158997,0.13013900816440582,558.484130859375,0.5545908212661743,0.13007330894470215
morning/cloudy/road_shaded/1x/frame_2275.png,1247.3466796875,0.508902907371521,0.24453222751617432,1120.48828125,0.5102766752243042,0.24621589481830597,1241.3154296875,0.5091232061386108,0.24456965923309326,1247.35205078125,0.5089029669761658,0.2445322573184967
morning/cloudy/road_shaded/3x/frame_3575.png,896.9816284179688,0.5183608531951904,0.21544194221496582,773.10791015625,0.5192456245422363,0.21669365465641022,891.5696411132812,0.5186886787414551,0.2154918611049652,896.983154296875,0.5183608531951904,0.21544192731380463
morning/cloudy/road_shaded/5x/frame_2775.png,1271.40185546875,0.4797532558441162,0.2881755530834198,1111.9984130859375,0.48090705275535583,0.28958556056022644,1264.80810546875,0.47994381189346313,0.2882174253463745,1271.3995361328125,0.4797532558441162,0.2881755530834198
morning/cloudy/road_shaded/7x/frame_3875.png,132.12164306640625,0.5326091647148132,0.14671458303928375,39.1723518371582,0.5328909158706665,0.1493617594242096,132.04002380371094,0.5331109166145325,0.14670714735984802,132.12167358398438,0.5326091647148132,0.14671458303928375
morning/sunny/building/1x/frame_4375.png,629.3592529296875,0.5139998197555542,0.22909687459468842,596.8348388671875,0.5153539180755615,0.23076926171779633,625.8843383789062,0.5143729448318481,0.22918127477169037,629.3594970703125,0.5139998197555542,0.22909685969352722
morning/sunny/building/3x/frame_4475.png,383.45037841796875,0.5068740844726562,0.2509172558784485,354.4892883300781,0.5080427527427673,0.2525908648967743,381.8747863769531,0.5074402689933777,0.2510553300380707,383.4508361816406,0.5068740844726562,0.2509172558784485
