time_label,zoom_label,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_y,std_y,tint_rg,tint_bg,edge_density,high_freq_energy,dark_region_ratio,dark_noise_std,hot_pixel_ratio,hot_pixel_count,temporal_noise
day,1x,108.88890940348307,110.61105295817057,108.49331512451172,68.4608388264974,67.46336034138997,69.812415822347,109.86798655192057,67.88177057902018,-1.7221435546875,-2.1177378336588544,0.06312985468106996,304.5557591756185,0.13361609439300412,11.517044512430827,0.0001903613683127572,394.73333333333335,1.3456311623255413
day,2x,111.32660064697265,112.50662231445312,110.41772206624348,66.68879725138346,66.04667332967122,68.22110290527344,111.92277069091797,66.32333831787109,-1.1800216674804687,-2.0889002482096353,0.09389811599794239,637.186338297526,0.17431928369341562,12.610477002461751,0.00017881944444444445,370.8,1.6556264559427898
day,3x,115.83413136800131,116.93585255940755,116.11180470784505,55.992173512776695,54.87406997680664,55.780601501464844,116.53187357584635,55.18742370605469,-1.10172119140625,-0.8240478515625,0.07990364583333333,368.3852193196615,0.08342081404320988,11.669404856363933,0.00014056069958847737,291.46666666666664,1.9074357549349468
day,4x,116.65929158528645,117.80359700520833,117.39087473551432,53.10852737426758,51.608855946858725,52.23477020263672,117.42203725179037,51.94187825520833,-1.144305419921875,-0.41272226969401044,0.08143627829218107,441.26123199462893,0.10027504501028807,13.059882672627767,0.0001735789609053498,359.93333333333334,2.261449635028839
day,5x,113.77945200602214,115.79591522216796,115.45623118082682,54.17802403767904,52.16123682657878,52.412008412679036,115.16473236083985,52.52466634114583,-2.016463216145833,-0.3396840413411458,0.08135529192386831,482.98386561075847,0.09251884002057613,10.938390286763509,0.00015621784979423867,323.93333333333334,4.103751083215077
day,6x,114.80745442708333,117.38412373860677,117.21744232177734,54.400099182128905,51.82519276936849,52.06280568440755,116.6062235514323,52.322147369384766,-2.5766693115234376,-0.16668141682942708,0.058716692386831276,312.8075085957845,0.07926954732510287,11.531138610839843,0.00010683513374485596,221.53333333333333,4.761376678943634
day,7x,114.06127624511718,119.51579513549805,120.96647491455079,56.10079154968262,51.47939033508301,49.495003128051756,118.04276962280274,52.29942321777344,-5.454518890380859,1.4506797790527344,0.09927199074074074,590.7244743347168,0.03411800733024691,8.502634191513062,2.777777777777778e-05,57.6,8.148306965827942
night,1x,91.51756591796875,92.92678375244141,91.60524673461914,55.63781509399414,55.81225318908692,56.079602813720705,92.36338119506836,55.60157432556152,-1.4092178344726562,-1.3215370178222656,0.03704610339506173,204.51730651855468,0.11898784722222222,12.351043128967286,9.249614197530864e-05,191.8,1.8827593326568604
night,2x,90.2973014831543,92.28274078369141,90.70481719970704,51.02432289123535,50.666089630126955,50.02804183959961,91.51042404174805,50.40753746032715,-1.9854393005371094,-1.577923583984375,0.043779320987654316,174.382901763916,0.11220384837962963,10.819598770141601,5.6568287037037034e-05,117.3,2.2992919087409973
night,3x,85.6253547668457,88.68897857666016,87.93898696899414,52.19487419128418,51.92424621582031,50.84788093566895,87.6924934387207,51.64719009399414,-3.063623809814453,-0.7499916076660156,0.05534645061728395,193.60923919677734,0.12746522955246914,8.248129415512086,6.346450617283951e-05,131.6,2.3601900339126587
night,4x,83.77011642456054,88.18861236572266,85.7897445678711,47.28287353515625,47.133719253540036,45.715573120117185,86.59771347045898,46.682569885253905,-4.418495941162109,-2.3988677978515627,0.04780989583333333,144.87308349609376,0.10300602816358025,9.500517845153809,3.1684027777777776e-05,65.7,1.9114229679107666
night,5x,84.93504333496094,88.20886001586913,85.05512237548828,42.745137786865236,42.71075439453125,41.384986877441406,86.87330856323243,42.24566459655762,-3.273816680908203,-3.1537376403808595,0.05065485146604938,137.79199180603027,0.08977097800925926,9.657206439971924,3.255208333333333e-05,67.5,2.02353173494339
night,6x,83.34377517700196,87.4891487121582,82.41798858642578,41.62160720825195,41.56821975708008,40.412760162353514,85.6760269165039,41.06634330749512,-4.14537353515625,-5.071160125732422,0.0243681037808642,60.952508544921876,0.08347661072530864,10.249755382537842,1.1188271604938273e-05,23.2,1.50651615858078
night,7x,84.10221786499024,87.07339172363281,84.29631118774414,41.47981071472168,41.39016189575195,40.63531837463379,85.87480316162109,41.03611068725586,-2.971173858642578,-2.777080535888672,0.008216194058641975,38.63279647827149,0.08433666087962963,10.03517780303955,2.8935185185185185e-07,0.6,1.4770973920822144
