time_label,zoom_label,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_y,std_y,tint_rg,tint_bg,edge_density,high_freq_energy,dark_region_ratio,dark_noise_std,hot_pixel_ratio,hot_pixel_count,temporal_noise
day,1x,108.5598159790039,110.94701131184895,108.0279551188151,68.62289988199869,67.65132395426433,69.86586532592773,109.90514424641927,68.00581410725911,-2.387195332845052,-2.919056193033854,0.0617470100308642,279.50378163655597,0.13407298096707818,11.491812705993652,0.00014351851851851852,297.6,1.2408029735088348
day,2x,110.99068094889323,112.76490020751953,109.92899475097656,66.71642761230468,65.99715143839518,68.12376581827799,111.91772206624348,66.27746861775717,-1.7742192586263021,-2.8359054565429687,0.08959294624485596,588.1492930094402,0.1747376221707819,12.650190035502115,0.00015641075102880658,324.3333333333333,1.5024736523628235
day,3x,115.48439483642578,117.22262420654297,115.55336964925131,56.062547556559245,54.901708984375,55.685332997639975,116.51461639404297,55.206145477294925,-1.7382293701171876,-1.6692545572916666,0.07653584747942387,326.3444559733073,0.08388818158436215,11.699992434183757,0.00012210648148148147,253.2,1.7642331918080647
day,4x,116.31803639729817,118.09307454427083,116.82373453776042,53.15070470174154,51.5840815226237,52.110459391276045,117.42806549072266,51.92615559895833,-1.7750381469726562,-1.2693400065104166,0.07544222608024692,383.71015040079754,0.0999427404835391,13.123373730977375,0.0001592399691358025,330.2,2.0825493931770325
day,5x,113.4300053914388,116.07099863688151,114.89529825846354,54.25614878336589,52.14284693400065,52.31649551391602,115.15149790445963,52.51796086629232,-2.6409932454427083,-1.1757003784179687,0.07487686471193417,427.2755355834961,0.0928484117798354,10.939496485392253,0.000162133487654321,336.2,3.9384719729423523
day,6x,114.4618631998698,117.66175181070963,116.64867808024088,54.50331115722656,51.81782480875651,52.00194422403971,116.59021911621093,52.32788340250651,-3.1998886108398437,-1.01307373046875,0.05640248842592593,281.96658986409506,0.07968814300411522,11.57132994333903,0.00011567644032921811,239.86666666666667,4.6278818647066755
day,7x,113.72152862548828,119.80697174072266,120.40706863403321,56.03266906738281,51.18344383239746,49.32370109558106,118.06366882324218,52.102721786499025,-6.085443115234375,0.6000968933105468,0.08617954282407407,444.3541320800781,0.034139756944444447,7.974987053871155,3.3227237654320985e-05,68.9,7.795767545700073
night,1x,91.23727416992188,93.36895065307617,91.18373336791993,55.68584022521973,55.94783096313476,56.06739730834961,92.48132553100587,55.65500068664551,-2.1316764831542967,-2.18521728515625,0.03769685570987654,192.34049072265626,0.1189654224537037,12.233356857299805,8.333333333333333e-05,172.8,1.8750072121620178
night,2x,90.00635604858398,92.6880126953125,90.2768341064453,51.11576385498047,50.80517501831055,50.04889183044433,91.6115608215332,50.502058792114255,-2.6816566467285154,-2.4111785888671875,0.045012393904320984,159.11642761230468,0.11227662037037037,10.744681358337402,4.996141975308642e-05,103.6,2.2818838357925415
night,3x,85.35416412353516,89.13838348388671,87.55999069213867,52.30728378295898,52.0188705444336,50.85061683654785,87.83010864257812,51.71935691833496,-3.7842193603515626,-1.578392791748047,0.055635368441358024,164.86064224243165,0.12720621141975308,8.16881775856018,5.4446373456790124e-05,112.9,2.3149576783180237
night,4x,83.43958892822266,88.6872344970703,85.3322021484375,47.37798843383789,47.23298034667969,45.67974014282227,86.7368392944336,46.74410743713379,-5.247645568847656,-3.3550323486328124,0.04714848572530864,105.11403579711914,0.1025474537037037,9.430590534210205,2.0736882716049384e-05,43.0,1.850426197052002
night,5x,84.62062606811523,88.68371353149413,84.59042129516601,42.905945205688475,42.93207015991211,41.40620002746582,87.00354461669922,42.40966873168945,-4.063087463378906,-4.093292236328125,0.051521026234567904,112.47055854797364,0.08982691936728396,9.59178638458252,2.4498456790123455e-05,50.8,2.0048293471336365
night,6x,83.00282974243164,88.02182235717774,81.92554244995117,41.705789947509764,41.68589553833008,40.3630126953125,85.82549819946288,41.13150978088379,-5.018992614746094,-6.096279907226562,0.025583912037037037,43.449222564697266,0.08261979166666666,10.166290760040283,1.0513117283950617e-05,21.8,1.5049830675125122
night,7x,83.85135879516602,87.61135864257812,83.8513412475586,41.45706558227539,41.37281761169434,40.489881896972655,86.05674438476562,40.978041076660155,-3.7599998474121095,-3.7600173950195312,0.008011091820987654,23.255154418945313,0.08261429398148148,9.946640586853027,4.822530864197531e-08,0.1,1.494083970785141
