epoch,train_loss,val_loss,psnr,ssim,lpips,niqe,lr
1,0.04628665945151957,0.04676689906977117,23.452287864685058,0.6312819954690032,0.5756404472887516,6.569207183683915,0.0001
2,0.043978338924849904,0.04636630413122475,23.5057137298584,0.6348162713130566,0.5683781144022941,6.72445342643043,9.999726120980734e-05
3,0.0436933260274733,0.045895465658977626,23.567816305160523,0.6387106637405858,0.5573876985907554,6.673066247212471,9.998904513956854e-05
4,0.04325105197636819,0.045613689851015805,23.615294485092164,0.6398613828766817,0.5517793104052544,6.638899938327913,9.99753526902683e-05
5,0.042955392971634865,0.045387286515906455,23.675007238388062,0.6437476445381798,0.5508176293969155,6.583527526348487,9.995618536343798e-05
6,0.04255492851228976,0.04560106254182756,23.614525051116942,0.6380236938405348,0.542213647812605,6.297785527700929,9.993154526099097e-05
7,0.04255590842264455,0.045290801124647256,23.70645432472229,0.6454106173353067,0.5507382416725158,6.577309890567277,9.990143508499217e-05
8,0.04249540464271132,0.045024685580283406,23.743308963775636,0.6462868983770114,0.5480697818100453,6.452185785366797,9.986585813736167e-05
9,0.04250043641957568,0.04526392995379865,23.693442630767823,0.6423942788208913,0.5405763603746891,6.594465396675445,9.982481831951275e-05
10,0.04223873811524089,0.044876797953620554,23.768930673599243,0.6480597985633808,0.5442704163491726,6.493509120563776,9.977832013192385e-05
11,0.042313771708527716,0.04491968711838126,23.754308967590333,0.6452472709535853,0.5438986530900002,6.677701127904288,9.972636867364526e-05
12,0.04214457090853191,0.04493780581280589,23.742135972976683,0.6446133875047206,0.5378368681669236,6.361799479703951,9.966896964173981e-05
13,0.04212282411754131,0.04474446120671928,23.79731689453125,0.649430772839813,0.5444492216408253,6.528822055202746,9.960612933065818e-05
14,0.041898222776447856,0.044649022463709116,23.80253436088562,0.6489446858913869,0.5381391990184784,6.472005728834635,9.953785463154861e-05
15,0.041940388814886896,0.04460743839852512,23.811957626342775,0.649925478823273,0.5389486528933048,6.47454987478838,9.946415303150127e-05
16,0.04189685357325688,0.044606042383238675,23.807821445465088,0.6486929503186566,0.5356667245924472,6.464702562127383,9.938503261272713e-05
17,0.04184603997756068,0.04457905702292919,23.829253835678102,0.6515359859856754,0.5377851592004299,6.5150439082520215,9.930050205167172e-05
18,0.04178989692250403,0.044551576431840656,23.82821108818054,0.649607542812478,0.5364042484760284,6.486905832821743,9.921057061806362e-05
19,0.04185693188593155,0.044620031239464876,23.832679662704468,0.6527333494396435,0.5374907299876213,6.6344985044768245,9.9115248173898e-05
20,0.041755871404325816,0.04463191792368889,23.80015739440918,0.647026192221869,0.5328230836987495,6.388748980111104,9.901454517235501e-05
21,0.04166665282554743,0.04440566123463213,23.854045104980468,0.6522195491895117,0.5347351430356503,6.537869635459985,9.89084726566536e-05
