file_path,relative_path,time_label,weather_label,scene_label,scene_kind,zoom_label,frame_index,frame_number,burst_id,width,height,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_y,std_y,mean_cr,mean_cb,std_cr,std_cb,tint_rg,tint_bg,g_over_r,g_over_b,green_excess,green_excess_norm,chroma_mottle_std,edge_density,high_freq_energy,dark_region_ratio,dark_noise_std,hot_pixel_ratio,hot_pixel_count,y_clip_low_ratio,y_clip_high_ratio,rgb_clip_low_ratio,rgb_clip_high_ratio,r_clip_high_ratio,g_clip_high_ratio,b_clip_high_ratio,flat_shading_range_norm,flat_center_y,flat_corner_y,flat_center_corner_y_ratio,flat_center_g_over_r,flat_center_g_over_b,frame_count,burst_temporal_noise_mean,burst_temporal_noise_median,burst_temporal_noise_p90,burst_temporal_noise_max,burst_mean_y_std,burst_mean_y_range,burst_mean_y_drift,burst_g_over_r_range,burst_g_over_b_range,burst_green_excess_range,burst_edge_density_range,burst_high_freq_range,burst_high_freq_rel_range,unstable_luma,unstable_color,unstable_detail,unstable_auto,hot_persistence_count_25,hot_persistence_count_50,hot_persistence_count_75,hot_persistence_ratio_25,hot_persistence_ratio_50,hot_persistence_ratio_75,map_temporal_std,map_hot_persistence,map_hot_fixed_mask,map_flat_shading,map_flat_green_excess
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3801.png,afternoon/sunny/building/1x/frame_3801.png,afternoon,sunny,building,outdoor,1x,frame_3801,3801,afternoon/sunny/building/1x,1920,1080,134.2447967529297,136.13063049316406,135.69053649902344,68.73126983642578,66.96429443359375,66.6312026977539,135.4457550048828,67.29772186279297,127.08164978027344,128.12124633789062,4.702589511871338,3.427673101425171,-1.885833740234375,-0.440093994140625,1.014047715604631,1.003243358028144,1.1629638671875,0.008586196433837139,2.204786539077759,0.07636284722222222,576.986572265625,0.09297646604938271,8.05502986907959,0.0,0,0.0001408179012345679,0.0011371527777777777,0.0004730902777777778,0.006474729938271605,0.0056722608024691356,0.001969039351851852,0.0007306134259259259,0.9705174875291073,132.77639770507812,143.9734344482422,0.922228446460949,1.020839700790743,1.0005457120558718,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3802.png,afternoon/sunny/building/1x/frame_3802.png,afternoon,sunny,building,outdoor,1x,frame_3802,3802,afternoon/sunny/building/1x,1920,1080,134.2371063232422,136.12913513183594,135.68582153320312,68.72550964355469,66.94654846191406,66.61984252929688,135.44248962402344,67.28414154052734,127.078857421875,128.12051391601562,4.705996036529541,3.429887533187866,-1.89202880859375,-0.4433135986328125,1.0140946705893905,1.0032671991100937,1.1676712036132812,0.008621158679476996,2.2039082050323486,0.07608796296296297,563.4047241210938,0.09297212577160494,8.062613487243652,0.0,0,0.00014130015432098765,0.0011361882716049382,0.00046875,0.006469907407407408,0.005670331790123457,0.001987847222222222,0.0007243441358024691,0.9705550071394412,132.78858947753906,143.95005798339844,0.9224629042552417,1.0209152296056159,1.000596043998049,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3803.png,afternoon/sunny/building/1x/frame_3803.png,afternoon,sunny,building,outdoor,1x,frame_3803,3803,afternoon/sunny/building/1x,1920,1080,134.2443084716797,136.13897705078125,135.6949462890625,68.72752380371094,66.95256042480469,66.63716888427734,135.44979858398438,67.29080200195312,127.0784912109375,128.12249755859375,4.702456474304199,3.4338510036468506,-1.8946685791015625,-0.44403076171875,1.0141135783450193,1.00327226452119,1.1693496704101562,0.00863308527588564,2.203387975692749,0.07605420524691359,574.945556640625,0.09284770447530864,8.073372840881348,0.0,0,0.00013406635802469137,0.0011439043209876543,0.0004812885802469136,0.006474729938271605,0.005660204475308642,0.0019970100308641975,0.0007286844135802469,0.9704019329864392,132.80191040039062,143.95819091796875,0.9225033228818595,1.0209405461004843,1.0006696709793526,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3804.png,afternoon/sunny/building/1x/frame_3804.png,afternoon,sunny,building,outdoor,1x,frame_3804,3804,afternoon/sunny/building/1x,1920,1080,134.25950622558594,136.1532745361328,135.71536254882812,68.73607635498047,66.95662689208984,66.6415786743164,135.46524047851562,67.29660034179688,127.0782241821289,128.12571716308594,4.704267501831055,3.4328815937042236,-1.893768310546875,-0.4379119873046875,1.0141052752961839,1.0032266869118849,1.1658401489257812,0.008606194003726631,2.2039756774902344,0.07612654320987654,575.3035278320312,0.09289689429012346,8.06229305267334,0.0,0,0.00013503086419753085,0.0011400462962962963,0.0004730902777777778,0.0064597800925925925,0.005636091820987654,0.00199170524691358,0.0007142168209876543,0.9706079958024865,132.8062286376953,143.99769592285156,0.9222802272236881,1.021005748480577,1.0005842836114636,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3805.png,afternoon/sunny/building/1x/frame_3805.png,afternoon,sunny,building,outdoor,1x,frame_3805,3805,afternoon/sunny/building/1x,1920,1080,134.25880432128906,136.16275024414062,135.7209930419922,68.73504638671875,66.96504974365234,66.65034484863281,135.4698486328125,67.29983520507812,127.07323455810547,128.1273193359375,4.703817367553711,3.433887481689453,-1.9039459228515625,-0.4417572021484375,1.0141811549588522,1.0032548848117908,1.1728515625,0.008657657520688061,2.2052109241485596,0.07634259259259259,578.1947631835938,0.09292824074074074,8.054729461669922,0.0,0,0.00013695987654320987,0.0010749421296296297,0.0004851466049382716,0.006448688271604938,0.005624035493827161,0.0019391396604938273,0.0006944444444444445,0.9707359681361972,132.85531616210938,144.0162811279297,0.9225020546225042,1.020971605357513,1.0004922629684947,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3806.png,afternoon/sunny/building/1x/frame_3806.png,afternoon,sunny,building,outdoor,1x,frame_3806,3806,afternoon/sunny/building/1x,1920,1080,134.28453063964844,136.18190002441406,135.74501037597656,68.73239135742188,66.95572662353516,66.63497924804688,135.49246215820312,67.29425811767578,127.07582092285156,128.12632751464844,4.702433109283447,3.4335005283355713,-1.897369384765625,-0.4368896484375,1.0141294634728086,1.0032184508587756,1.1671295166015625,0.008613981098260823,2.2026290893554688,0.07634211033950618,576.7296142578125,0.09286217206790123,8.055827140808105,0.0,0,0.00013551311728395062,0.0011202739197530864,0.0004769483024691358,0.006476176697530864,0.005682388117283951,0.001963252314814815,0.0007523148148148148,0.9701868633028263,132.84732055664062,144.0072784423828,0.9225042030586567,1.0208906483625277,1.0004393248726613,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3807.png,afternoon/sunny/building/1x/frame_3807.png,afternoon,sunny,building,outdoor,1x,frame_3807,3807,afternoon/sunny/building/1x,1920,1080,134.28741455078125,136.18487548828125,135.74942016601562,68.73041534423828,66.95674896240234,66.63776397705078,135.4952850341797,67.29528045654297,127.0756607055664,128.12808227539062,4.702155590057373,3.4343185424804688,-1.8974609375,-0.435455322265625,1.0141298418002727,1.0032077803244044,1.1664581298828125,0.008608846580747944,2.2036616802215576,0.07655092592592593,579.1879272460938,0.09281394675925926,8.065363883972168,0.0,0,0.00013551311728395062,0.0011082175925925925,0.0004798418209876543,0.006461709104938272,0.005685281635802469,0.001945408950617284,0.0007537615740740741,0.9702085104350483,132.88095092773438,144.01182556152344,0.922708600400719,1.0209876394845754,1.0004736663625566,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3808.png,afternoon/sunny/building/1x/frame_3808.png,afternoon,sunny,building,outdoor,1x,frame_3808,3808,afternoon/sunny/building/1x,1920,1080,134.2733917236328,136.184814453125,135.74545288085938,68.73124694824219,66.95905303955078,66.64862823486328,135.4895782470703,67.29582214355469,127.06901550292969,128.12969970703125,4.70064640045166,3.4313480854034424,-1.9114227294921875,-0.439361572265625,1.0142352977810456,1.0032366503606909,1.1753921508789062,0.008675147988580987,2.202672004699707,0.07640817901234567,580.2046508789062,0.0927686149691358,8.058799743652344,0.0,0,0.00013406635802469137,0.0010990547839506172,0.0004677854938271605,0.006439525462962963,0.005667920524691358,0.001939621913580247,0.0007272376543209876,0.9702292316817389,132.8701629638672,144.01190185546875,0.922633201348756,1.0211017970240652,1.0005887709180006,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3809.png,afternoon/sunny/building/1x/frame_3809.png,afternoon,sunny,building,outdoor,1x,frame_3809,3809,afternoon/sunny/building/1x,1920,1080,134.2911834716797,136.1964874267578,135.76429748535156,68.73799133300781,66.96157836914062,66.64305877685547,135.50485229492188,67.30022430419922,127.07160186767578,128.13108825683594,4.6966447830200195,3.4280989170074463,-1.905303955078125,-0.43218994140625,1.0141878483131552,1.0031833769719134,1.1687469482421875,0.008625129800321233,2.198836326599121,0.07624373070987654,579.2239990234375,0.09289207175925926,8.065089225769043,0.0,0,0.0001335841049382716,0.0010942322530864198,0.00047646604938271606,0.006462191358024691,0.005678047839506173,0.001966145833333333,0.0007397762345679013,0.9701533791528105,132.8790283203125,144.04383850097656,0.9224901861867659,1.0210235640417382,1.0005887582185444,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_capture_frames/afternoon/sunny/building/1x/frame_3810.png,afternoon/sunny/building/1x/frame_3810.png,afternoon,sunny,building,outdoor,1x,frame_3810,3810,afternoon/sunny/building/1x,1920,1080,134.4829864501953,136.19580078125,136.08798217773438,68.7369613647461,67.00648498535156,66.63672637939453,135.61672973632812,67.33526611328125,127.13885498046875,128.2554168701172,4.660490036010742,3.3912107944488525,-1.7128143310546875,-0.107818603515625,1.012736282585104,1.0007922639530547,0.9103164672851562,0.006712420085210819,2.186060667037964,0.07785783179012346,621.9970703125,0.09261766975308643,7.970832347869873,0.0,0,6.076388888888889e-05,0.0012012924382716048,0.0006254822530864198,0.006489197530864198,0.005665991512345679,0.002054880401234568,0.0010792824074074075,0.9688461293494934,133.05125427246094,144.1236572265625,0.9231742790160395,1.0189148972450033,0.9981224246425608,50,4.068566799163818,2.4903013706207275,7.402702808380127,90.97187042236328,0.16169840097427368,0.5244903564453125,0.41412353515625,0.0018013715744018555,0.003626108169555664,0.36635589599609375,0.0025646239519119263,75.10760498046875,0.12959911090152848,False,False,False,False,0,0,0,0.0,0.0,0.0,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_temporal_std.png,/home/jshong/Code/unfied-sr-denoise-platform/results/mc_g105_analysis/all/maps/afternoon_sunny_building_1x_hot_persistence.png,,,
